user_id,journal,before_after,id,predicted_label,positive_probability
29,"12:00 PM, Lunch break at school. Everything feels so boring. Science test went okay, I guess. I didnï¿½t know most of the answers. I drew some new characters during math; the teacher didnï¿½t notice. Art class is the only part of school I really like. I showed my friend Javier my new sketches, and he said theyï¿½re cool. That made me feel better. Canï¿½t wait to get home and play some games, get my mind off things. Planning to try a new trick on my skateboard later, hope I donï¿½t wipe out!",0,283,1,0.5127317
29,"7:00 PM, Finished dinner. Mom came home tired and went to bed early. We havenï¿½t talked much lately. I skated for hours after school, and it felt like flying. Even attempted that new trick againï¿½still need more practice. Drawing feels good too; it's like putting my thoughts on paper. I played games for a bit, got to a new level. Itï¿½s nice to win at something, even if itï¿½s just a game. I wonder if Dad thinks about me when heï¿½s away. Itï¿½s hard not having him around. Guess Iï¿½ll just keep doing my thing.",0,284,0,0.4135131
29,"4:00 PM, School was a drag today. Failed the science test, which I expected. We had a weird lunch, but I didnï¿½t care much. Drew a new character in art inspired by my dreams. Mrs. Lopez said I have talent, which made me smile. After school, I skated until it got dark. Itï¿½s the best way to clear my head. Javier came over, and we played video games. It felt great to have company. Sometimes, loneliness eats away at me. Drawing and skating keep me sane, but friends help too. Hope things get better soon.",0,285,1,0.6818852
29,"5:00 PM, Back from skating. Nailed that new trick finally! It felt amazing. School was surprisingly not horrible today. Mrs. Lopez asked me to help with an art project for the school fair. Iï¿½ve never felt so excited about school stuff before. Played video games with Javier after school; we had a blast. Mom seemed a bit happier today, maybe because itï¿½s the weekend soon. Trying to focus on the good things. Drawing something new tonight. Feeling hopeful, which is strange but nice.",1,286,1,0.67681813
29,"9:00 AM, Weirdly excited to be up early. Played some video games, and realized Iï¿½m getting way better. I think all that practice pays off. At school, things felt less heavy. Even in science, I managed to focus a bit. I guess having something to look forward to ï¿½ like the art project ï¿½ makes a difference. Skated after school, perfecting my moves. Mom noticed and said sheï¿½s proud. That felt good. Tonight, Iï¿½ll work on my sketches. Starting to feel a bit more positive about everything.",1,287,1,0.7500725
29,"2:00 PM, Lunchtime at school, and today feels lighter. Mrs. Lopezï¿½s art project is coming along great. She showed everyone my drawings, and the class liked them. That was a new experience for me. Played soccer with some friends during break, even though Iï¿½m not great at it. Itï¿½s fun just running around. Canï¿½t wait to get on my skateboard later. Video games tonight with Javier. Mom talked about maybe taking a day off work. Small things seem better now. Feels like a good day.",1,288,1,0.80241925
29,"7:00 PM, What a day! School wasnï¿½t bad. I actually sat through an entire science lesson without daydreaming. Worked more on the art project, and itï¿½s looking amazing. Mrs. Lopez said I might enter it in a regional contest. Mind blown! Skated after school, and it felt like flying again. Tried recording some tricks to share with friends. Mom was home early, and we had dinner together. That was nice. Played games later, and I managed to hit a new high score. Life feels okay right now.",1,289,0,0.2586651
29,"6:00 AM, Up early and excited. Skated a bit in the morning cool air ï¿½ best feeling ever. Canï¿½t believe Iï¿½ve started looking forward to school. The art project is almost done. Mrs. Lopez gave me a high-five today. Never thought a teacher would actually appreciate my work. Got praise in science for trying harder. Mom was smiling more too. Maybe things are starting to change. Drew new characters last night, and they turned out great. Heading into the day with a new kind of energy. Feels different, in a good way.",1,290,1,0.83992445
30,"10:30 PM, Just got back from a debate competition. We won! It felt amazing standing there, presenting our arguments, and seeing the judges nodding along. The entire team was pumped. My parents were there; theyï¿½ve always been my biggest fans. We celebrated with ice cream. Had a good volleyball practice before the competition too. Thereï¿½s something invigorating about spiking that ball. I have a lot of homework to get through now. Iï¿½ll probably stay up late reading the assigned text. Itï¿½s a busy life but totally worth it.",0,291,1,0.7136095
30,"7:00 AM, Morning routines never change. Woke up early to read before school. The new book I started is gripping. Couldnï¿½t put it down. Today we have a big debate meeting to strategize for the upcoming regionals. I love how passionate everyone in the club is. Itï¿½s nice knowing weï¿½re all working toward the same goal. In the evening, thereï¿½s volleyball practice. Our team has been doing really well. Everyone at home is supportive; Mom always has hot cocoa ready when I come back from practice. Sheï¿½s the best.",0,292,1,0.86267245
30,"2:00 PM, Lunchtime at school. Had a mad rush finishing a debate essay in the library. Itï¿½s stressful but also exhilarating. Volleyball practice wore me out yesterday, and I slept like a log. Itï¿½s hard balancing everything, but I wouldnï¿½t trade it for the world. Talked with my friends about our favorite books; itï¿½s cool sharing ideas and recommendations. They get as excited as I do about new stories. Dad mentioned a debate workshop this weekend. It sounds interesting. Feeling a bit overwhelmed but managing okay.",0,293,1,0.55685794
30,"9:00 PM, Finally home. Volleyball match today was intense, but we won! Celebrated with the team afterward. Itï¿½s such a great feeling being part of something bigger. Had a debate meeting; we're ready for regionals. Mr. Carter says we have a strong chance. I canï¿½t wait! Read a bit to unwind. Mom and Dad asked about my day. Theyï¿½re always so involved, and sometimes it feels like too much, but I know Iï¿½m lucky to have them. I talked to them about my plans for the future, and they seemed supportive. Feeling positive.",0,294,1,0.7645165
30,"6:00 AM, Too early, but I have so much to do. Woke up and immediately started reading. The storyline is so captivating, it's hard to stop. School seems never-ending with all the assignments. Debate club is my escape; it's where I find my voice. We had a mini-debate session yesterday that was super fun. Volleyball practice later today, which means another packed evening. Trying to keep everything balanced is a challenge, but Iï¿½m pushing through. Hoping for a smooth day with no major hiccups.",0,295,0,0.2100582
30,"4:00 PM, Done with school for the day. Everything felt more manageable. Debate club was amazing today; we prepped for regionals, and I feel so prepared. Everyoneï¿½s input was really valuable. Volleyball practice afterward was great too; I nailed a serve that I had been struggling with. Itï¿½s funny how things just click sometimes. Came home to my favorite dinnerï¿½Mom knew it was a rough week. I even had some time to read. Overall, today felt balanced and productive. Feeling optimistic!",1,296,1,0.71414757
30,"8:00 AM, Ready to tackle the day! Woke up early and read a few chapters of my book. Itï¿½s so engaging, I didnï¿½t want to put it down. At school, we finalized our debate strategies, and I'm super confident weï¿½ll do well. Volleyball later today, which I always look forward to. Had a meaningful talk with Mom this morning about my future plans. Sheï¿½s incredibly supportive, and it makes a huge difference. Feeling more confident and less stressed than usual. Ready to see what the day brings.",1,297,1,0.81967664
30,"5:30 PM, So today was pretty great. At school, we had a mock debate session and totally aced it. Mrs. Harker was really impressed. Afterward, volleyball practice was productive, and I felt like I was really in the zone. My teammates and I are getting more synchronized, and it feels awesome. Came home to find Dad made my favorite snack. We talked about the upcoming debate regionals, and he gave some pretty cool suggestions. Feeling supported and prepared. Life feels really good right now.",1,298,1,0.73297685
30,"10:00 PM, Exhausted but happy. We had a successful volleyball match today; the teamï¿½s energy was infectious. Debate club was inspiring as usual. We've formed such a solid team. Came home and dove into my bookï¿½had to find out what happened next! Had a great family dinner, lots of laughter and stories. I was able to finish homework quicker than usual, which gave me some extra free time to unwind. Feeling balanced and in control, which is new but very welcome. Hoping this momentum continues.",1,299,1,0.7744479
30,"7:00 AM, Starting the day with a smile! Woke up and immediately read some pages from my novel. Itï¿½s getting so thrilling! Today's a big day with a debate and volleyball practice lined up. Mrs. Harker has been very encouraging, and I'm feeling more confident about my speaking skills. Mom and Dad talked to me about college plans last night, but it didnï¿½t feel overwhelming this time; it felt like a discussion. I think Iï¿½m finding my groove. Ready for whatever today brings. Feeling hopeful and excited.",1,300,1,0.7593998
31,"5:00 PM, Back from fishing with Grandpa. We didnï¿½t catch much, but just being out by the water was amazing. We talked about all sorts of things, from school to his old stories. I always feel more relaxed when Iï¿½m outside. School was okay today, lots of reading, which I like. Weï¿½re learning about different cultures. Hiking tomorrow with Dad; I can't wait to explore new trails. Mom helped me with my homework earlier. Iï¿½m lucky they care so much. Tonight, Iï¿½m diving back into my book. It has so many adventures!",0,301,1,0.65235126
31,"8:30 AM, Morning before school. I decided to read a bit by the window. The sun was just coming up, and it made everything look magical. Heading to school soon; I hope we get to do more reading. Yesterday, my teacher recommended a new book, and I canï¿½t wait to get it. Dad promised to take me hiking to a new spot this weekend. Being outside just makes everything better. Mom packed my lunch with my favorite sandwich today. Itï¿½s the small things that make me smile. Ready to take on the day!",0,302,1,0.9001553
31,"12:30 PM, Lunchtime at school, finally! It felt like forever since morning. We had a pretty cool geography lesson; I love learning about new places. Reading time was great too. Ms. Taylor said I'm a fast reader. That felt good to hear. Going fishing later this week, and Iï¿½m super excited. Thereï¿½s something about the tranquility of the water that calms my mind. Mom said we might try a new recipe with the fish we catch. I really love how supportive and involved they are in what I love to do.",0,303,1,0.9438353
31,"7:00 PM, Just got home after a long but fun day. School was hard, but I aced the spelling test! We also read a new story in class, which was awesome. No fishing today, but I spent time sketching out plans for our next hike with Dad. Went for a short walk around the neighborhood; the fresh air is always nice. I talked to Mom about my favorite parts of the day. She always listens, and it feels great. Diving into my book tonight; canï¿½t wait to see what happens next in the story. Feeling content.",0,304,1,0.7961698
31,"6:30 AM, Woke up early again, too excited to sleep in. Todayï¿½s a big day; we're going hiking after school! I spent some time reading before breakfastï¿½Iï¿½m almost at the climax of my book, and itï¿½s getting intense. School should be fine; we have a group project, and I like working with my friends. Mom says sheï¿½ll help me pack snacks for the hike. I really appreciate their support. I know some kids donï¿½t have that. Time to get ready and tackle the day. I hope it goes by fast so we can hit the trails soon.",0,305,1,0.8630425
31,"4:30 PM, Today was fantastic! Finished school and went on the best hike ever with Dad. The trail was challenging, but the views were worth it. We saw a deer, which was incredible. Thereï¿½s something so peaceful about being in nature. School was good too. We read a new book chapter that I really liked. Mom made my favorite dinner when we got home. Feeling really happy and grateful today. Even found some time to read more of my book. Canï¿½t wait for the weekend; more adventures await!",1,306,1,0.86230564
31,"9:00 AM, Nothing beats a good morning! Woke up and read a few chapters. Weï¿½re learning about nature in science class, which is my favorite subject. Maybe I'll be a biologist when I grow up. Spoke with Mrs. Taylor who recommended more books on natureï¿½sheï¿½s the best! Dad promised more fishing this weekend, and Iï¿½m already looking forward to it. Momï¿½s working on some new recipes to try. Lunch is soon; I hope it's something tasty. Feeling enthusiastic about everything lately. Ready to make the most of today!",1,307,1,0.71823394
31,"3:30 PM, Back home and feeling accomplished. School went well; group project turned out great. Ms. Taylor said we did an excellent job. I think everyone liked my idea for the presentation. Mom and I baked cookies after school, and it was so much fun. Canï¿½t wait to share them with Dad when he gets home. Planning a short hike tomorrow; found a new trail online that looks interesting. Loving this balance of school and adventure. Feeling positive and happy, ready to keep exploring.",1,308,1,0.9262437
31,"7:30 PM, What a fun day! School went by quickly, and we read another fascinating chapter on ecosystems. Ms. Taylor says I have a knack for understanding complex topics. That made me feel proud. Hiked a new trail with Dad this afternoon; it was stunning. We even spotted a family of raccoons! Mom made a delicious dinner, and we had a great family talk about our day. I love these moments. Have a bit of homework left but it doesnï¿½t seem like a burden. Gonna read a bit before bed. Feeling content and relaxed.",1,309,1,0.86961424
31,"8:00 AM, Up early and feeling great. Read a few chapters by the window again. The light in the morning is the best. Todayï¿½s a busy day at school but Iï¿½m looking forward to it. We have a reading challenge, and I know Iï¿½ll do well. Dadï¿½s planning a big fishing trip this weekend; canï¿½t wait. Mom said sheï¿½ll join us and maybe weï¿½ll have a picnic. The thought makes me so happy. Feeling more in control and less stressed. Hope today continues this positive streak. Ready to take it all on!",1,310,1,0.77746236
32,"5:00 PM, Just got home from basketball practice. Coach worked us really hard today, but it felt good. Basketball is where I forget about my worries. Iï¿½ve been working on a new story, and the ideas are flowing. Writing helps me express what I canï¿½t always say out loud. Momï¿½s been super supportive, always asking to read my drafts. I think she genuinely likes them. I played a bit of guitar to unwind. Music is my therapy. Dad asked about my day during dinner, and we had a deep conversation about my future plans. I feel lucky to have supportive parents.",0,311,1,0.66192126
32,"7:00 AM, Early morning, and Iï¿½m already thinking about the story Iï¿½m writing. The characters feel so real to me. School starts soon, but I wanted to jot down some ideas first. Today feels like a good day. We have a basketball game later, and Iï¿½m pumped. Even though Iï¿½m shy, being on the court gives me confidence. Mom promised to come watch, which means a lot to me. Played a bit of guitar to start the day. Music puts me in a good mood. Time to get ready for school and tackle whatever comes my way.",0,312,1,0.6661252
32,"12:30 PM, Lunchtime at school, and Iï¿½m sketching out scenes for my story. English class was fun; we discussed some of my favorite authors. Itï¿½s cool seeing everyone get excited about literature. Our basketball game is in a few hours, and Iï¿½m both excited and nervous. Practiced some new songs on my guitar last night. The melodies calm my mind. Dad sent a message wishing me luck for the game. Itï¿½s nice knowing theyï¿½re thinking about me. Hoping the rest of the day goes smoothly, both in school and on the court.",0,313,1,0.6043223
32,"6:00 PM, What a day! We won our basketball game, and the team was ecstatic. Feels good to contribute and see everyone happy. Mom was there cheering, and it made all the difference. School was alright; lots of homework but nothing unbearable. Worked on my story during my free period. The plot is really coming together. Played guitar for an hour when I got home, trying to master a new chord. Music helps me unwind after such an intense day. Dad grilled burgers for dinner, and we talked about random things. Feeling connected and hopeful.",0,314,1,0.6795236
32,"8:00 AM, Woke up with a head full of ideas for my story. Spent some early morning time putting them down on paper. School is in a bit, and I feel ready. We had a great practice session last night; Coach said Iï¿½m improving. Itï¿½s nice to hear that. Mom helped me with my English homework, and we had a really good talk about my love for writing. Played a calming tune on my guitar to set the mood for the day. Feeling positive and motivated. Canï¿½t wait to see what the day brings.",0,315,1,0.8780703
32,"4:00 PM, School was more manageable today. We had a group discussion in English, and I actually felt comfortable sharing my thoughts. Thatï¿½s new for me. Came home and immediately picked up my guitar. Played some of my favorite songs, and it felt great. Basketball practice was intense but rewarding. Iï¿½m getting better at my shots. Momï¿½s been reading my story drafts and giving awesome feedback. Iï¿½m making steady progress. Dadï¿½s been busy but still makes time to ask about my day. Feeling more at ease lately. Hope it stays this way.",1,316,1,0.7870331
32,"9:00 AM, Good morning! Did some writing as soon as I woke up. The story is taking shape beautifully. We have a school project in science, and Iï¿½m in charge of the presentation. Feeling a bit anxious but also excited. Thereï¿½s basketball practice after school, which is always something I look forward to. Played guitar for a few minutes to calm my nerves. Mom and Dad have been really supportive lately, and it helps more than they know. Ready to face the day with a positive mindset.",1,317,1,0.87142515
32,"5:00 PM, Back from a productive day. School was smoother than usual. Our group did well in the science project presentation, and I felt more confident than I expected. Basketball practice was amazing; Coach said I'm improving every day. Came home and played guitar, working on a new song Iï¿½m writing. Thereï¿½s something so satisfying about creating music. Mom loved the last chapter of my story, and she gave me some great tips. Dad and I talked about college for a bit. Everything feels a bit more in focus now. Feeling accomplished.",1,318,1,0.85913205
32,"7:30 PM, Another fulfilling day. We had a mock debate in English, and I actually participated without feeling too nervous. After school, I went straight to basketball practice, where I nailed a tricky shot Iï¿½ve been working on. It felt awesome. Played guitar to unwind, lost track of time just strumming away. Mom read through my latest story draft, and her encouragement means everything to me. Dadï¿½s planning a weekend trip for us, which should be fun. Feeling more balanced and hopeful. Lifeï¿½s looking up.",1,319,1,0.53185105
32,"8:00 AM, Mornings have become my favorite time. Woke up feeling refreshed and immediately started writing. My story is evolving in ways I hadnï¿½t expected. School should be interesting today; weï¿½re discussing creative writing in English. After school, thereï¿½s basketball practice, of course. My guitar session last night was inspiring; I made some real progress. Mom and Dad had a surprise talk with me about supporting my writing dreams, which was heartwarming. Feeling supported and ready. Bring on the day!",1,320,1,0.92029977
33,"3:00 PM, School just ended, and I couldn't wait to get outside and play some soccer. It feels like the only time I can truly relax. We had math today, which I guess I didn't understand much of. I find math really hard, and it gets me frustrated. Came home, and Mom was already at work. Sometimes the house feels too quiet. I switched on my console and played video games for a bit. Drawing helps when I'm feeling down; sketched some new characters. Lifeï¿½s kinda tough, but soccer keeps me sane.",0,321,0,0.27322352
33,"8:00 AM, Woke up feeling a bit off. I have a science test today, and I'm not ready for it. Tried to study last night, but it's hard when I'm feeling stressed. Momï¿½s working extra shifts, and it's noticeable. I played a bit of soccer in the backyard before breakfast; it always helps clear my mind. My drawings from yesterday turned out pretty cool. I showed them to some friends at school, and they loved them. That felt good. Heading to school now, hoping the day isn't too bad.",0,322,0,0.21635225
33,"1:00 PM, Lunch breakï¿½finally! Today has been dragging. The science test was as hard as I expected. I think Iï¿½ll be lucky to pass. One good thing: we had gym class, and I got to play soccer with my friends. Scored a couple of goals, which boosted my mood. Drawing class was okay; the teacher liked my latest character design. After school, it's video game time. I find it helps me escape reality for a bit. Feeling a mix of stress and relief right now. At least the day's almost done.",0,323,1,0.565439
33,"6:00 PM, Just came back from playing soccer with the neighborhood kids. I love how the game makes me forget everything else. Today was rough. School was full of tests I wasnï¿½t prepared for. Came home to an empty house again. Decided to draw some new characters inspired by the video games I play. Itï¿½s a good distraction. Mom called to check in, which was nice of her, but I miss having her around more. Life feels a bit overwhelming, but drawing and soccer keep me going.",0,324,0,0.4245151
33,"7:30 AM, Early morning sketching before school. Mom's already left for work. The quiet is kinda peaceful but also lonely. We have a big project in history class today. Iï¿½m not sure Iï¿½m ready, but Iï¿½ll try my best. Got some soccer practice this afternoon with friends, which Iï¿½m really looking forward to. Played video games last night and reached a new level. It felt like a small victory in this sea of stress. Gotta face the day and hope things go smoothly. Canï¿½t wait to get on that soccer field later.",0,325,1,0.515593
33,"4:00 PM, Just got back from school and went straight to kicking the soccer ball around. My friends and I played for hours; it's the best way to unwind. School went okay today. I participated more in class, which felt good. Even science wasnï¿½t terrible, and I actually understood some of it. Came home to play video games for a bit before drawing some new characters. The house is usually quiet, but it doesnï¿½t bother me as much anymore. Feeling more in control and hopeful for once.",1,326,0,0.34543866
33,"9:00 AM, Woke up feeling better about things. Worked on a new drawing before school. It was a great way to start the day. We're learning about space in science, and surprisingly, Iï¿½m finding it interesting! That's a first. Soccer practice later today, which I canï¿½t wait for. Played video games last night and absolutely crushed itï¿½Iï¿½m getting better. Momï¿½s shifts are still long, but she made time to wish me luck this morning. Feeling more positive and ready to tackle the day.",1,327,0,0.4339487
33,"2:00 PM, Lunchtime at school, and Iï¿½m drawing again. Todayï¿½s been pretty decent. We had a cool history lesson about ancient civilizations. Soccer practice was awesome yesterdayï¿½Coach even said Iï¿½m improving. That felt great. Played video games with my friends after practice, and we had a blast. The house is still quiet, but I donï¿½t mind as much. Mom checked in with me today, which was nice. Feeling less stressed and more balanced overall. Hope it keeps getting better.",1,328,1,0.74308574
33,"6:30 PM, Just came from soccer practice. I nailed some new moves, and Coach noticed. It felt amazing. School was less stressful too. I actually enjoyed parts of it, especially when we had art class. I drew a scene inspired by my favorite video game, and the teacher loved it. Played games when I got home, and it was a good way to wind down. Mom is still really busy, but sheï¿½s trying to be more present when she can. Things feel more manageable lately. Feeling optimistic.",1,329,1,0.57562745
33,"7:00 AM, Another early start with some drawing. My skills are really improving, and that feels rewarding. Heading to school soon, and Iï¿½m not dreading it as much. We have a soccer match later, and Iï¿½m pumped. Played video games last night and unlocked a new achievementï¿½super cool! Mom promised to be home early today, and I canï¿½t wait to tell her about all thatï¿½s been going on. Life feels a bit easier to handle these days. Ready to face the day with a smile.",1,330,1,0.7846668
34,"10:00 PM, Finished a challenging coding project for my computer science class. It was tough, but so satisfying to finally crack the problem. Dad helped me debug some parts, and it was great bonding over it. Weï¿½re like a team sometimes, coding and solving puzzles. Played a quick game of chess with Mom afterward and managed to beat her. She always says Iï¿½m getting better. Reading a fascinating book on machine learning these days; canï¿½t put it down. Before bed, I usually code a bit more or read. Feeling ambitious yet calm.",0,331,1,0.7298448
34,"7:30 AM, Early start as usual. Spent the morning reading more of my book on machine learning. The concepts are mind-blowing. Heading to school soon; today we have a chess tournament, and Iï¿½m both nervous and excited. Coding club meets afterward, and weï¿½re working on a new app. Dadï¿½s planning to come to the tournament, which means a lot. Mom packed my lunch with my favorite snacks, like she always does. Their support makes everything feel possible. Optimistic about the day ahead.",0,332,1,0.721131
34,"12:00 PM, Itï¿½s lunch break. The chess tournament was intense, but I won my match! It felt exhilarating. My friends congratulated me, and even the teachers seemed impressed. Coding club was engaging as always. Weï¿½re making good progress on the app, and I love the collaborative vibe. Schoolwork is piling up, but Iï¿½m managing. Dad messaged to say congrats on the chess win, and it made me smile. Iï¿½ll be doing more coding and reading tonight, but it doesnï¿½t feel like work to me. Feeling accomplished.",0,333,1,0.864805
34,"6:00 PM, Back from school and already in front of my laptop. Today was productive. Classes went well, and I understood most of the new concepts in math. Coding club was a blast; we cracked a major problem with the app. Mom and I played chess before dinner, and I almost wonï¿½it was a close game. Reading more on artificial intelligence tonight. Dad and I discussed some coding strategies, and it felt great to get his input. Feeling driven and supported. Life feels balanced, even with all the tasks at hand.",0,334,0,0.36409724
34,"8:00 AM, Morning routines are my favorite. Spent some time reading before breakfast. School is about to start, and weï¿½re diving into some new coding languages today, which Iï¿½m excited about. Thereï¿½s a major chess match this evening; Iï¿½ve been practicing strategies all week. Coding club has a deadline approaching, but weï¿½re all motivated. Mom helped me practice some chess moves before bed last night, and Dad gave me some coding tips. Their involvement is my biggest strength. Feeling ready to take on the dayï¿½s challenges.",0,335,1,0.6546805
34,"4:00 PM, Schoolï¿½s done for the day, and I feel on top of the world. We had a major breakthrough in coding clubï¿½I finally figured out a crucial algorithm for our app. The team was ecstatic. Played a quick game of chess during lunch and won. Itï¿½s small wins like these that make everything worth it. Came home and dived into my book on machine learning. Mom made my favorite dinner, and I shared all the successes of the day with her. Dad and I are going to work on a new project tonight. Feeling empowered and focused.",1,336,1,0.6580395
34,"9:00 AM, Woke up with a head full of ideas. Iï¿½ve been brainstorming new features for the app weï¿½re developing. Mom listened patiently to all my ideas during breakfast. Heading to school now, and Iï¿½m eager to share my thoughts with the coding club. Chess practice later today, which I always look forward to. I love the quiet concentration it demands. Feeling more at ease and in control these days. My routine keeps me grounded. Ready to face whatever comes my way today.",1,337,1,0.5886261
34,"5:00 PM, What an amazing day! We nailed our presentation in coding club, and even the teachers were impressed. Canï¿½t believe how well it went. Played chess after school, and every move felt sharp and calculated. Went home, and Dad had set up a new coding challenge for us to tackle together. Itï¿½s like a never-ending adventure in the world of programming. Mom and I had a great talk about my future plans over dinner. Feeling incredibly supported and optimistic about everything. Ready to code some more tonight.",1,338,1,0.6397103
34,"10:00 PM, Exhausted but incredibly fulfilled. Coding club was a blast today; weï¿½re really coming together as a team. Our app is almost ready for beta testing, which is so exciting. Played a few intense chess matches after club, each one pushing me to think more critically. Came home and dived into my bookï¿½it's at a thrilling part right now. Dad and I cracked a tough coding problem tonight, which felt like a huge victory. Mom always nearby cheering me on. Feeling content and driven. Life is a wonderful puzzle.",1,339,1,0.68071735
34,"7:00 AM, Another beautiful morning. Spent time coding before breakfastï¿½thatï¿½s my happy place. Excited to get to school; thereï¿½s a big chess match and a coding club deadline approaching. Mom packed lunch with extra snacks because she knows itï¿½s going to be a long day. Feeling ready and focused. Every day feels like a step toward something greater. My familyï¿½s support makes me feel invincible. Ready to dive into the dayï¿½s challenges and opportunities. Let's see what today brings!",1,340,1,0.8353018
35,"4:00 PM, School just ended, and I couldn't wait to get back to building my new Lego set. Itï¿½s this awesome spaceship thatï¿½s really complicated, but I love the challenge. We had a fun English class today, where we read a story about pirates. It was so thrilling! After finishing homework, I went outside to play soccer with my friends. Scored two goals! Mom always says I need to focus, and I think it's working. Dad came home and helped me with a tricky part of the Lego set. Feeling pretty accomplished today.",0,341,1,0.67663014
35,"7:00 AM, Early morning, and Lego building calls to me! Managed to add a few new pieces before school. Today we have a reading session in class; I hope itï¿½s more adventure-filled stories. Soccer practice is later, and I'm totally pumped. Yesterday's game with my friends was so much fun. Dad's working late tonight, so Mom will help me finish my Lego spaceship. My room is filled with them, and each tells a different story. Mom packed my lunch with my favorite snacks. Feeling excited for the day.",0,342,1,0.9267351
35,"12:30 PM, Lunchtime at school, and Iï¿½m reading this amazing book about dinosaurs. The way they describe the T-Rex gives me chills! Math class was tough, but I managed to keep up. We have soccer practice right after school; Coach says weï¿½re getting better as a team. Finished a bit of the Lego set this morning. It's starting to take shape, and I canï¿½t wait to complete it. Momï¿½s been super supportive, always asking about my models. Dad says my spaceship is the best yet! Feeling really proud and eager to keep going.",0,343,1,0.7845206
35,"6:00 PM, Back from soccer practice! Todayï¿½s session was intense but super fun. We practiced dribbling and team drills. Scored another goal, and Coach seemed impressed. School was fine, though the history lesson dragged a bit. Got home and immediately started working on my Lego spaceship. Itï¿½s looking fantastic now! Dad came in to check and said itï¿½s almost as cool as the ones he built when he was my age. I love these moments when he shares his stories. Feeling accomplished. Time to read a bit before bed.",0,344,1,0.8964479
35,"8:00 AM, Morning routines are getting better. Woke up early to read another chapter in my dinosaur book. Got lost in the world of giants from the past. Heading to school soon, and Iï¿½m looking forward to todayï¿½s activities. We have a science experiment which sounds exciting. Finished the Lego spaceship last night. Mom and Dad were both impressed! They even said we could display it in the living room for a while. Soccer practice this afternoon, which is always the highlight. Feeling ready and motivated for the day ahead.",0,345,0,0.44770604
35,"3:30 PM, Just got back from school and jumped right into building a new Lego set. This one is a pirate ship, and it's already super fun. We had a science project today, and ours was about volcanoes. Everyone loved it! Soccer practice was shorter but still cool. Scored another goal, and the team was cheering. Came home and read a bit more about dinosaurs. The stories feel like they come to life in my head. Mom helped me with a tricky Lego piece. Feeling happy and creative today.",1,346,1,0.82240975
35,"9:00 AM, Woke up with an idea to add some extra features to my Lego pirate ship. Managed to do a bit before breakfast. School should be interesting today, weï¿½re doing some creative writing in English. Canï¿½t wait! Soccer this afternoon, and Iï¿½m ready to practice my new moves. Came home and played with my friends in the neighborhood; it was a blast. Dad promised to help me with my Lego set tonight. Been feeling more balanced and managed. Life feels adventurous and fun.",1,347,1,0.7544206
35,"5:00 PM, What a fulfilling day! School was intense, but I managed to stay focused. We did some reading and had a fun discussion about space travel. Soccer practice was great; Iï¿½m getting better at teamwork. Came home and immediately worked on my Lego pirate ship, itï¿½s looking amazing. Dad joined me, sharing some cool stories from his childhood. Mom made my favorite dinner, and we talked about my day. Reading a new book on the rainforest; itï¿½s full of amazing facts. Feeling like everything is falling into place.",1,348,1,0.71462905
35,"7:30 PM, Had another terrific day. Went through a tough math class but managed to keep up. Played soccer after school, and Coach said Iï¿½m improving. Those words mean a lot. After that, I spent some time on my Lego pirate ship; itï¿½s almost done! Had a chat with Mom about different Lego sets we could try next. The support from my parents feels really good. Finished the evening with another chapter in my rainforest book. I'm learning so much and itï¿½s exciting. Feeling accomplished and inspired.",1,349,1,0.89966476
35,"8:00 AM, Mornings have become my creative time. Spent a bit adding details to my Lego ship. School should be fun today; weï¿½re having an art project that Iï¿½m looking forward to. Soccer practice later, and I canï¿½t wait to get back on the field. Reading about the rainforest has been eye-opening, the diversity is incredible. Talked to Dad last night about my interests, and he gave some great advice. Feeling more supported and enthusiastic. Ready to make the most of today and all its adventures.",1,350,1,0.8104824
36,"6:00 PM, Just got back from an exhausting day at work and feeling a bit drained. Work at the diner was non-stop, but at least the tips were good today. After my shift, I went for a quick hike. The fresh air and nature always help clear my head. Iï¿½ve been reading a fascinating book on philosophy these days, and itï¿½s giving me a lot to think about. Painting is my escape, and I started a new piece tonight inspired by the landscapes I saw today. Dad hasnï¿½t been around much, and Momï¿½s busy, but at least I have my hobbies to keep me centered.",0,351,1,0.655481
36,"7:30 AM, Early morning and time to get ready for another day. Before breakfast, I read a chapter from my book. It's about the concept of freedom and choiceï¿½which feels relevant lately. There's a lot on my plate with work and trying to fit in time for myself. Thinking about going for a longer hike this weekend, maybe discover a new trail. Painting helps me unwind, and Iï¿½ve been sketching some ideas I want to bring to life. Feeling a bit anxious but excited about what I can create today. Better get ready for work.",0,352,1,0.52312183
36,"9:00 PM, Long day behind me, and Iï¿½m feeling wiped out. The diner was busier than usual, and it felt like a marathon. Managed to grab a few moments to myself when I got home; read some calming poetry to relax. Started on another painting, this oneï¿½s earthy and textured, like the forest paths I love to walk. The solitude can be tough sometimes, but it also gives me a lot of time to think and create. Momï¿½s been working late shifts too, so we barely see each other. Painting and hiking are my sanctuaries in this busy life.",0,353,0,0.4161734
